drug_name,drug_id,ind_name,ind_id,status,phase,DetailedStatus
Doxorubicin,DB00997,noncontiguous stage II adult diffuse large cell lymphoma,C0677709,Withdrawn,Phase 2,No Funding Source and Competing Trials
Doxorubicin,DB00997,stage I adult diffuse large cell lymphoma,C0279960,Withdrawn,Phase 2,No Funding Source and Competing Trials
Doxorubicin,DB00997,stage III adult diffuse large cell lymphoma,C0280162,Withdrawn,Phase 2,No Funding Source and Competing Trials
Doxorubicin,DB00997,stage IV adult diffuse large cell lymphoma,C0280175,Withdrawn,Phase 2,No Funding Source and Competing Trials
Panobinostat,DB06603,Malignant neoplasm of stomach stage IV,C0278498,Terminated,Phase 2,medical/ethical reasons
Etoposide,DB00773,Multiple Myeloma,C0026764,Terminated,Phase 2,Met study stopping rules
Thalidomide,DB00997,Multiple Myeloma,C0026764,Terminated,Phase 2,Met study stopping rules
Melphalan,DB01041,Multiple Myeloma,C0026764,Terminated,Phase 2,Met study stopping rules
Dexamethasone,DB01042,Multiple Myeloma,C0026764,Terminated,Phase 2,Met study stopping rules
Carboplatin,DB00958,Chemotherapeutic Agent Toxicity,C1707372,Withdrawn,Phase 1,
Methylprednisolone,DB00860,Rheumatoid Arthritis,C0003873,Terminated,Phase 2,"missed endpoint of meaningful clinical benefit, compared to prednisolone 2.7mg"
,DB00959,Rheumatoid Arthritis,C0003873,Terminated,Phase 2,"missed endpoint of meaningful clinical benefit, compared to prednisolone 2.7mg"
Hydrocortisone,DB00741,Phobic anxiety disorder,C0349231,Terminated,Phase 2,Recruiting problems
Leucovorin,DB00650,Pervasive Development Disorder,C0524528,Terminated,Phase 2,Non-compliance
Levoleucovorin,DB11596,Pervasive Development Disorder,C0524528,Terminated,Phase 2,Non-compliance
Clomifene,DB00882,Polycystic Ovary Syndrome,C0032460,Withdrawn,Phase 3,Previous studies have been done regarding same condition
Doxorubicin,DB00997,anterior urethral cancer,C0279930,Withdrawn,Phase 2,Lack of funding
Doxorubicin,DB00997,Transitional cell cancer of the renal pelvis and ureter localised,C0280240,Withdrawn,Phase 2,Lack of funding
Doxorubicin,DB00997,posterior urethral cancer,C0279931,Withdrawn,Phase 2,Lack of funding
Doxorubicin,DB00997,Recurrent Urethral Cancer,C0279912,Withdrawn,Phase 2,Lack of funding
Doxorubicin,DB00997,Regional Urothelial Carcinoma of the Renal Pelvis and Ureter,C0280281,Withdrawn,Phase 2,Lack of funding
Doxorubicin,DB00997,Bladder cancer stage III,C0278824,Withdrawn,Phase 2,Lack of funding
Doxorubicin,DB00997,Malignant neoplasm of ureter,C0153619,Withdrawn,Phase 2,Lack of funding
Doxorubicin,DB00997,urethral carcinoma associated with invasive bladder cancer,C0279932,Withdrawn,Phase 2,Lack of funding
Melphalan,DB00987,Multiple Myeloma,C0026764,Terminated,Phase 2,Due to the high rate of morbidity and mortality
Fludarabine,DB01073,Multiple Sclerosis,C0026769,Terminated,Phase 2,Insufficient accruals; PI leaving site
Prednisolone,DB00860,Ischemic reperfusion injury,C0349419,Terminated,Phase 2,The first phase was completed
,DB00959,Ischemic reperfusion injury,C0349419,Terminated,Phase 2,The first phase was completed
,DB06151,Ischemic reperfusion injury,C0349419,Terminated,Phase 2,The first phase was completed
Prednisolone,DB00860,"insufficiency; hepatic, postoperative",C1401063,Terminated,Phase 2,The first phase was completed
,DB00959,"insufficiency; hepatic, postoperative",C1401063,Terminated,Phase 2,The first phase was completed
,DB06151,"insufficiency; hepatic, postoperative",C1401063,Terminated,Phase 2,The first phase was completed
Cytarabine,DB00987,acute leukemia in relapse,C2367453,Terminated,Phase 1,Material sponsor withdrew support
Mitoxantrone,DB01204,acute leukemia in relapse,C2367453,Terminated,Phase 1,Material sponsor withdrew support
Carboplatin,DB00958,Anaplastic thyroid carcinoma,C0238461,Withdrawn,Phase 3,Expected inability to recruit study participants in a reasonable amount of time.
Estradiol,DB00783,Atrophy of vagina,C0241616,Terminated,Phase 3,Slow recruitment
Testosterone,DB00624,Hypertensive disease,C0020538,Withdrawn,Phase 0,
Methyltestosterone,DB00783,Hypertensive disease,C0020538,Withdrawn,Phase 0,
Fluorouracil,DB00544,Gastric carcinoma stage IV,C0863191,Terminated,Phase 3,Poor enrollment of patients
Capecitabine,DB01101,Gastric carcinoma stage IV,C0863191,Terminated,Phase 3,Poor enrollment of patients
Azacitidine,DB00928,"Leukemia, Myelocytic, Acute",C0023467,Terminated,Phase 2,Poor recruitment
Estradiol,DB00783,Infertility,C0021359,Terminated,Phase 2/Phase 3,Obtained results were not good. Protocol was proved ineffective.
Ifosfamide,DB01181,adult central nervous system germ cell tumor,C0280796,Terminated,Phase 2,Due to Low Accrual
Ifosfamide,DB01181,Adult teratoma,C1368898,Terminated,Phase 2,Due to Low Accrual
Ifosfamide,DB01181,Malignant Extragonadal Germ Cell Tumor,C1334581,Terminated,Phase 2,Due to Low Accrual
Ifosfamide,DB01181,Malignant Extragonadal Non-Seminomatous Germ Cell Tumor,C1334582,Terminated,Phase 2,Due to Low Accrual
Ifosfamide,DB01181,Extragonadal Seminoma,C1333502,Terminated,Phase 2,Due to Low Accrual
Ifosfamide,DB01181,Testis cancer recurrent,C0278841,Terminated,Phase 2,Due to Low Accrual
Ifosfamide,DB01181,recurrent ovarian germ cell tumor,C0279975,Terminated,Phase 2,Due to Low Accrual
Ifosfamide,DB01181,Stage IV Extragonadal Non-Seminomatous Germ Cell Tumor,C1336415,Terminated,Phase 2,Due to Low Accrual
Ifosfamide,DB01181,Stage IV Extragonadal Seminoma,C1336416,Terminated,Phase 2,Due to Low Accrual
Ifosfamide,DB01181,Ovarian germ cell cancer stage IV,C0279974,Terminated,Phase 2,Due to Low Accrual
Carboplatin,DB00958,Breast cancer stage II,C0278486,Suspended,Phase 2,Lack of funding
Doxorubicin,DB00997,Breast cancer stage II,C0278486,Suspended,Phase 2,Lack of funding
Naltrexone,DB00704,Inflammatory Bowel Diseases,C0021390,Withdrawn,Phase 2,Low patient enrollment
Naltrexone,DB00704,Crohn Disease,C0010346,Withdrawn,Phase 2,Low patient enrollment
Naltrexone,DB00704,Ulcerative Colitis,C0009324,Withdrawn,Phase 2,Low patient enrollment
Levoleucovorin,DB11596,Non-Small Cell Lung Carcinoma,C0007131,Withdrawn,Phase 1,
Melphalan,DB01042,DS Stage I Plasma Cell Myeloma,C0278722,Suspended,Phase 1/Phase 2,Accrual to dose level 3 (56 mg/m2 Carfilzomib; 100 mg/m2 Melphalan) has been met.
Melphalan,DB01042,DS Stage II Plasma Cell Myeloma,C0278723,Suspended,Phase 1/Phase 2,Accrual to dose level 3 (56 mg/m2 Carfilzomib; 100 mg/m2 Melphalan) has been met.
Melphalan,DB01042,DS Stage III Plasma Cell Myeloma,C0278724,Suspended,Phase 1/Phase 2,Accrual to dose level 3 (56 mg/m2 Carfilzomib; 100 mg/m2 Melphalan) has been met.
Doxorubicin,DB00997,Epithelial ovarian cancer,C0677886,Terminated,Phase 3,the study was terminated due to medication supply issue from current manufacturer
Dexamethasone,DB01234,T-cell lymphoma recurrent,C0854826,Terminated,Phase 0,Slow accrual
Dexamethasone,DB01234,T-cell lymphoma refractory,C0854827,Terminated,Phase 0,Slow accrual
Fluorouracil,DB00544,duct cell adenocarcinoma of the pancreas,C0279176,Terminated,Phase 1,Funding discontinued; all patients off study
Fluorouracil,DB00544,Pancreatic carcinoma stage III,C1167722,Terminated,Phase 1,Funding discontinued; all patients off study
Fluorouracil,DB00544,Stage IV Pancreatic Cancer,C1167725,Terminated,Phase 1,Funding discontinued; all patients off study
,DB01234,Otitis Externa,C0029878,Terminated,Phase 3,FDA's draft guidance (March 2015) provided option of in-vitro or in-vivo studies for
Carboplatin,DB00958,Solid tumour,C0280100,Terminated,Phase 1,Part B was cancelled based on business decision
Sodium thiosulfate,DB09499,Calcinosis cutis,C0006664,Withdrawn,Phase 2,
Ifosfamide,DB01181,"Liposarcoma, Dedifferentiated",C0205824,Suspended,Phase 2,Major amendment - change in design
Azacitidine,DB00928,"Leukemia, Myelomonocytic, Chronic",C0023480,Terminated,Phase 1,Due to Slow Accrual study was terminated.
Carboplatin,DB00958,Non-small cell lung cancer recurrent,C0278517,Withdrawn,Phase 2,study not accruing
Carboplatin,DB00958,Non-small cell lung cancer metastatic,C0278987,Withdrawn,Phase 2,study not accruing
Cytarabine,DB00987,Acute Myeloid Leukemia Arising from Previous Myelodysplastic Syndrome,C1332153,Terminated,Phase 2,Major revisions needed in study
Irinotecan,DB00762,adult anaplastic astrocytoma,C0280483,Withdrawn,Phase 1,New study written
Irinotecan,DB00762,adult anaplastic oligodendroglioma,C0280790,Withdrawn,Phase 1,New study written
Irinotecan,DB00762,adult giant cell glioblastoma,C1541316,Withdrawn,Phase 1,New study written
Irinotecan,DB00762,adult glioblastoma,C0278878,Withdrawn,Phase 1,New study written
Irinotecan,DB00762,adult gliosarcoma,C1541317,Withdrawn,Phase 1,New study written
Irinotecan,DB00762,recurrent adult brain tumor,C0278786,Withdrawn,Phase 1,New study written
Carboplatin,DB00958,Ovarian epithelial cancer recurrent,C0278689,Withdrawn,Phase 1,
Carboplatin,DB00958,recurrent ovarian germ cell tumor,C0279975,Withdrawn,Phase 1,
Carboplatin,DB00958,Serous cystadenocarcinoma ovary,C0279663,Withdrawn,Phase 1,
Panobinostat,DB01234,Multiple Myeloma,C0026764,Suspended,Phase 1/Phase 2,Working on Study Extension
Doxorubicin,DB00997,Papillary serous cystadenocarcinoma,C0334359,Suspended,Phase 2/Phase 3,Drug supply issues
Doxorubicin,DB00997,Ovarian Serous Adenocarcinoma,C1335177,Suspended,Phase 2/Phase 3,Drug supply issues
Doxorubicin,DB00997,Primary Peritoneal Serous Adenocarcinoma,C1514429,Suspended,Phase 2/Phase 3,Drug supply issues
Doxorubicin,DB00997,Recurrent Primary Peritoneal Carcinoma,C3897731,Suspended,Phase 2/Phase 3,Drug supply issues
Azacitidine,DB00928,MYELODYSPLASTIC SYNDROME,C3463824,Terminated,Phase 2,Study terminated due to lack of efficacy
Prednisolone,DB00860,Fever,C0015967,Terminated,Phase 0,PI permanently closed accrual for the study based on FDA warning issued in April 2014. Study
,DB00959,Fever,C0015967,Terminated,Phase 0,PI permanently closed accrual for the study based on FDA warning issued in April 2014. Study
Prednisolone,DB00860,Labor Pain,C0474368,Terminated,Phase 0,PI permanently closed accrual for the study based on FDA warning issued in April 2014. Study
,DB00959,Labor Pain,C0474368,Terminated,Phase 0,PI permanently closed accrual for the study based on FDA warning issued in April 2014. Study
Prednisolone,DB00860,"Complication of anesthesia during pregnancy, unspecified",C0495199,Terminated,Phase 0,PI permanently closed accrual for the study based on FDA warning issued in April 2014. Study
,DB00959,"Complication of anesthesia during pregnancy, unspecified",C0495199,Terminated,Phase 0,PI permanently closed accrual for the study based on FDA warning issued in April 2014. Study
Fluorouracil,DB00544,Mucinous adenocarcinoma of colon,C0279639,Withdrawn,Phase 2,Lack of funding
Leucovorin,DB00650,Mucinous adenocarcinoma of colon,C0279639,Withdrawn,Phase 2,Lack of funding
Levoleucovorin,DB11596,Mucinous adenocarcinoma of colon,C0279639,Withdrawn,Phase 2,Lack of funding
Fluorouracil,DB00544,mucinous adenocarcinoma of rectum,C0279652,Withdrawn,Phase 2,Lack of funding
Leucovorin,DB00650,mucinous adenocarcinoma of rectum,C0279652,Withdrawn,Phase 2,Lack of funding
Levoleucovorin,DB11596,mucinous adenocarcinoma of rectum,C0279652,Withdrawn,Phase 2,Lack of funding
Fluorouracil,DB00544,Colon cancer recurrent,C0278553,Withdrawn,Phase 2,Lack of funding
Leucovorin,DB00650,Colon cancer recurrent,C0278553,Withdrawn,Phase 2,Lack of funding
Levoleucovorin,DB11596,Colon cancer recurrent,C0278553,Withdrawn,Phase 2,Lack of funding
Fluorouracil,DB00544,Recurrent Rectal Cancer,C0278554,Withdrawn,Phase 2,Lack of funding
Leucovorin,DB00650,Recurrent Rectal Cancer,C0278554,Withdrawn,Phase 2,Lack of funding
Levoleucovorin,DB11596,Recurrent Rectal Cancer,C0278554,Withdrawn,Phase 2,Lack of funding
Fluorouracil,DB00544,signet ring adenocarcinoma of the colon,C0279640,Withdrawn,Phase 2,Lack of funding
Leucovorin,DB00650,signet ring adenocarcinoma of the colon,C0279640,Withdrawn,Phase 2,Lack of funding
Levoleucovorin,DB11596,signet ring adenocarcinoma of the colon,C0279640,Withdrawn,Phase 2,Lack of funding
Fluorouracil,DB00544,signet ring adenocarcinoma of the rectum,C0279654,Withdrawn,Phase 2,Lack of funding
Leucovorin,DB00650,signet ring adenocarcinoma of the rectum,C0279654,Withdrawn,Phase 2,Lack of funding
Levoleucovorin,DB11596,signet ring adenocarcinoma of the rectum,C0279654,Withdrawn,Phase 2,Lack of funding
Fluorouracil,DB00544,Stage IVA Colon Cancer,C3897082,Withdrawn,Phase 2,Lack of funding
Leucovorin,DB00650,Stage IVA Colon Cancer,C3897082,Withdrawn,Phase 2,Lack of funding
Levoleucovorin,DB11596,Stage IVA Colon Cancer,C3897082,Withdrawn,Phase 2,Lack of funding
Fluorouracil,DB00544,Stage IVA Rectal Cancer,C3897520,Withdrawn,Phase 2,Lack of funding
Leucovorin,DB00650,Stage IVA Rectal Cancer,C3897520,Withdrawn,Phase 2,Lack of funding
Levoleucovorin,DB11596,Stage IVA Rectal Cancer,C3897520,Withdrawn,Phase 2,Lack of funding
Fluorouracil,DB00544,Stage IVB Colon Cancer,C3897517,Withdrawn,Phase 2,Lack of funding
Leucovorin,DB00650,Stage IVB Colon Cancer,C3897517,Withdrawn,Phase 2,Lack of funding
Levoleucovorin,DB11596,Stage IVB Colon Cancer,C3897517,Withdrawn,Phase 2,Lack of funding
Fluorouracil,DB00544,Stage IVB Rectal Cancer,C3897513,Withdrawn,Phase 2,Lack of funding
Leucovorin,DB00650,Stage IVB Rectal Cancer,C3897513,Withdrawn,Phase 2,Lack of funding
Levoleucovorin,DB11596,Stage IVB Rectal Cancer,C3897513,Withdrawn,Phase 2,Lack of funding
Estradiol,DB00783,Vaginal ulcer,C0566951,Withdrawn,Phase 2,the study was not feasible
Fludarabine,DB01073,Metastatic melanoma,C0278883,Suspended,Phase 1,
Fluorouracil,DB00544,Pancreatic adenocarcinoma metastatic,C0861727,Suspended,Phase 1/Phase 2,Pending administrative documentation
Leucovorin,DB00650,Pancreatic adenocarcinoma metastatic,C0861727,Suspended,Phase 1/Phase 2,Pending administrative documentation
Irinotecan,DB00762,Pancreatic adenocarcinoma metastatic,C0861727,Suspended,Phase 1/Phase 2,Pending administrative documentation
Levoleucovorin,DB11596,Pancreatic adenocarcinoma metastatic,C0861727,Suspended,Phase 1/Phase 2,Pending administrative documentation
Fluorouracil,DB00544,Pancreatic carcinoma stage III,C1167722,Suspended,Phase 1/Phase 2,Pending administrative documentation
Leucovorin,DB00650,Pancreatic carcinoma stage III,C1167722,Suspended,Phase 1/Phase 2,Pending administrative documentation
Irinotecan,DB00762,Pancreatic carcinoma stage III,C1167722,Suspended,Phase 1/Phase 2,Pending administrative documentation
Levoleucovorin,DB11596,Pancreatic carcinoma stage III,C1167722,Suspended,Phase 1/Phase 2,Pending administrative documentation
Fluorouracil,DB00544,Stage IV Pancreatic Cancer,C1167725,Suspended,Phase 1/Phase 2,Pending administrative documentation
Leucovorin,DB00650,Stage IV Pancreatic Cancer,C1167725,Suspended,Phase 1/Phase 2,Pending administrative documentation
Irinotecan,DB00762,Stage IV Pancreatic Cancer,C1167725,Suspended,Phase 1/Phase 2,Pending administrative documentation
Levoleucovorin,DB11596,Stage IV Pancreatic Cancer,C1167725,Suspended,Phase 1/Phase 2,Pending administrative documentation
